Project,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count.1, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
George River Escapement,2009,06/26,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2009,06/27,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,06/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,06/29,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,06/30,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2009,07/01,George River,Chinook,140.0,140.0,Counted,Weir
George River Escapement,2009,07/02,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2009,07/03,George River,Chinook,45.0,45.0,Counted,Weir
George River Escapement,2009,07/04,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2009,07/05,George River,Chinook,310.0,310.0,Counted,Weir
George River Escapement,2009,07/06,George River,Chinook,209.0,209.0,Counted,Weir
George River Escapement,2009,07/07,George River,Chinook,421.0,421.0,Counted,Weir
George River Escapement,2009,07/08,George River,Chinook,118.0,118.0,Counted,Weir
George River Escapement,2009,07/09,George River,Chinook,203.0,203.0,Counted,Weir
George River Escapement,2009,07/10,George River,Chinook,116.0,116.0,Counted,Weir
George River Escapement,2009,07/11,George River,Chinook,252.0,252.0,Counted,Weir
George River Escapement,2009,07/12,George River,Chinook,317.0,317.0,Counted,Weir
George River Escapement,2009,07/13,George River,Chinook,358.0,358.0,Counted,Weir
George River Escapement,2009,07/14,George River,Chinook,248.0,248.0,Counted,Weir
George River Escapement,2009,07/15,George River,Chinook,95.0,95.0,Counted,Weir
George River Escapement,2009,07/16,George River,Chinook,57.0,57.0,Counted,Weir
George River Escapement,2009,07/17,George River,Chinook,87.0,87.0,Counted,Weir
George River Escapement,2009,07/18,George River,Chinook,75.0,75.0,Counted,Weir
George River Escapement,2009,07/19,George River,Chinook,86.0,86.0,Counted,Weir
George River Escapement,2009,07/20,George River,Chinook,44.0,44.0,Counted,Weir
George River Escapement,2009,07/21,George River,Chinook,24.0,24.0,Counted,Weir
George River Escapement,2009,07/22,George River,Chinook,43.0,43.0,Counted,Weir
George River Escapement,2009,07/23,George River,Chinook,62.0,62.0,Counted,Weir
George River Escapement,2009,07/24,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2009,07/25,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2009,07/26,George River,Chinook,34.0,34.0,Counted,Weir
George River Escapement,2009,07/27,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2009,07/28,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2009,07/29,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2009,07/30,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,07/31,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2009,08/01,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2009,08/02,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2009,08/03,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2009,08/04,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,08/05,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,08/06,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2009,08/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/08,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2009,08/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/10,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2009,08/11,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2009,08/12,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,08/13,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2009,08/14,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,08/15,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,08/16,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/18,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2009,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/24,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2009,08/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/04,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2009,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2009,09/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/23,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2010,06/24,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2010,06/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,06/26,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2010,06/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,06/29,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2010,06/30,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2010,07/01,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2010,07/02,George River,Chinook,36.0,36.0,Counted,Weir
George River Escapement,2010,07/03,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,07/04,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2010,07/05,George River,Chinook,217.0,217.0,Counted,Weir
George River Escapement,2010,07/06,George River,Chinook,106.0,106.0,Counted,Weir
George River Escapement,2010,07/07,George River,Chinook,87.0,87.0,Counted,Weir
George River Escapement,2010,07/08,George River,Chinook,49.0,49.0,Counted,Weir
George River Escapement,2010,07/09,George River,Chinook,36.0,36.0,Counted,Weir
George River Escapement,2010,07/10,George River,Chinook,78.0,78.0,Counted,Weir
George River Escapement,2010,07/11,George River,Chinook,107.0,107.0,Counted,Weir
George River Escapement,2010,07/12,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2010,07/13,George River,Chinook,116.0,116.0,Counted,Weir
George River Escapement,2010,07/14,George River,Chinook,28.0,28.0,Counted,Weir
George River Escapement,2010,07/15,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2010,07/16,George River,Chinook,47.0,47.0,Counted,Weir
George River Escapement,2010,07/17,George River,Chinook,42.0,42.0,Counted,Weir
George River Escapement,2010,07/18,George River,Chinook,28.0,28.0,Counted,Weir
George River Escapement,2010,07/19,George River,Chinook,33.0,33.0,Counted,Weir
George River Escapement,2010,07/20,George River,Chinook,52.0,52.0,Counted,Weir
George River Escapement,2010,07/21,George River,Chinook,58.0,58.0,Counted,Weir
George River Escapement,2010,07/22,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2010,07/23,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2010,07/24,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2010,07/25,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2010,07/26,George River,Chinook,24.0,24.0,Counted,Weir
George River Escapement,2010,07/27,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2010,07/28,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2010,07/29,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2010,07/30,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2010,07/31,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2010,08/01,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2010,08/02,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2010,08/03,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2010,08/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/05,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,08/06,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,08/07,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2010,08/08,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,08/09,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2010,08/10,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,08/11,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2010,08/12,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2010,08/13,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2010,08/14,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2010,08/15,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2010,08/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/17,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2010,08/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2010,08/19,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2010,08/20,George River,Chinook,1.0,1.0,Estimated,Weir
George River Escapement,2010,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/28,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/07,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2010,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2010,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2011,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/22,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2011,06/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2011,06/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2011,06/26,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2011,06/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/28,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2011,06/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2011,06/30,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2011,07/01,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2011,07/02,George River,Chinook,104.0,104.0,Estimated,Weir
George River Escapement,2011,07/03,George River,Chinook,87.0,87.0,Counted,Weir
George River Escapement,2011,07/04,George River,Chinook,193.0,193.0,Counted,Weir
George River Escapement,2011,07/05,George River,Chinook,59.0,59.0,Counted,Weir
George River Escapement,2011,07/06,George River,Chinook,54.0,54.0,Counted,Weir
